id,name,latDeg,longDeg,elevFt
6991,Twin Oaks Airport,37.39559937,-94.28379822,950
6992,Williams Field,34.66220093,-89.86830139,950
6993,Matovich Airport,47.065679,-108.809624,950
6994,Keller Brothers Airport,40.29180145,-76.32879639,950
6995,Whiteheart Farm Airport,36.06760025,-80.46559906,950
6996,Brecht Strip,47.32310104,-102.0979996,950
6997,Laurel Municipal Airport,42.43170166,-97.07949829,949
6998,Memorial Hospital Heliport,44.06129837,-71.13580322,945
6999,St Barnabas Medical Center Heliport,40.76259995,-74.30400085,943
7000,Md1 Airport,41.36809921,-74.50559998,943
7001,Kenley Airport,41.29169846,-80.56369781,940
7002,Parks Airport,34.93149948,-95.25830078,940
7003,Saxon Sycan Airport,42.83929825,-121.1169968,940
7004,Pocono Raceway Heliport,41.0583992,-75.49960327,940
7005,Thomson Heliport,40.04589844,-76.28079987,940
7006,Richmond Airport,41.489498,-71.620598,931
7007,Rancho Del Lago Heliport,29.97842,-98.258418,930
7008,B J McCombs Sisterdale Airport,29.975331,-98.742451,927
7009,Puesta Del Sol Airport,26.881331,-98.504885,925
7010,Cross Wind Airport,32.85789,-97.744303,924
7011,Stevens-Crosby Airport,41.51570129,-115.8600006,923
7012,Springwood Airstrip,37.55400085,-79.74980164,920
7013,Manchester Laboratory Heliport,47.574299,-122.547997,920
7014,Pierick Airport,43.04359818,-90.35510254,920
7015,Peterson Airport,29.10810089,-95.77749634,920
7016,Magnolia Hospital Heliport,33.27320099,-93.23989868,911
7017,Stronghold Airport,31.924848,-110.040007,910
7018,Mee Memorial Hospital Heliport,36.205514,-121.132541,910
7019,Alta Sierra Airport,39.11380005,-121.0569992,905
7020,Cottonwood Field,38.05559921,-103.6529999,900
7021,Placid Lakes Airport,27.24559975,-81.4131012,900
7022,Cheryl-Lane Landings Airport,28.67110062,-82.08730316,900
7023,Sunnybreeze Airport,27.05559921,-81.97059631,900
7024,Sunbelt Strip,31.120995,-83.67063,890
7025,International Falls Seaplane Base,48.60580063,-93.3707962,890
7026,Skydive Iowa Airport,41.74580002,-92.40930176,890
7027,Taylor Ranch Landing Area Airport,45.10390091,-114.8550034,890
7028,Gibbons Field,38.44729996,-86.44499969,890
7029,Silver Cross Hospital Heliport,41.536183,-88.052279,890
7030,Gordon Airport,41.1208992,-85.42500305,890
7031,Swedish American Heliport,42.26499939,-89.07430267,888
7032,Coffman Airport,38.70700073,-95.13829803,885
7033,Baptist Hospital East Heliport,38.23899841,-85.63939667,884
7034,Era Helicopters Fourchon Helibase Heliport,29.126972,-90.206659,884
7035,Pine Hill Airport,42.4681015,-88.74320221,883
7036,West Feliciana Sheriff's Office Heliport,30.82439995,-91.38459778,881
7037,Kallander Field,42.3042984,-71.50589752,880
7038,Perrotti Skyranch Airfield,43.34080124,-70.85469818,880
7039,Michigan National Guard Headquarters Heliport,42.70809937,-84.56079865,880
7040,W Johnson Field,44.77999878,-95.66359711,880
7041,Hogue Farm Airport,37.3783989,-93.36329651,880
7042,Airhaven Airport,41.83259964,-73.87599945,880
7043,William Irving Lewis Airport,35.32929993,-79.02999878,880
7044,Summer Hill Farm Airport,41.33330154,-96.19360352,880
7045,Stonebridge Farm Helistop,40.65370178,-74.68650055,875
7046,Spring Lake Fire Department Heliport,41.92890167,-74.04889679,874
7047,Ragtime Aerodrome,36.35449982,-95.86389923,870
7048,Mid-Columbia Medical Center Heliport,45.587235,-121.163827,867
7049,Eagle Field,40.82699966,-77.98809814,865
7050,Hundley Residence Heliport,40.56200027,-75.1427002,865
7051,Sullivan Lake State Airport,48.84090042,-117.2839966,865
7052,Running M Ranch Airport,32.27013,-97.86531,860
7053,Univ of Tennessee Medical Center Heliport,35.94169998,-83.94400024,860
7054,Pitcock Rosillos Mountain Ranch Airport,29.48240089,-103.1650009,860
7055,Smokey Mountain Ranch Airport,30.737626,-102.02332,860
7056,Alum Ridge STOLport,36.97650146,-80.49389648,853
7057,Augusta Medical Center Heliport,38.09080124,-78.98500061,852
7058,South Capitol Street Heliport,38.868612,-77.008367,850
7059,Holy Family Hospital Heliport,47.71039963,-117.4069977,850
7060,Parkway Farm Strip,44.00360107,-91.30760193,850
7061,Baptist Medical Center Heliport,29.43300056,-98.49220276,850
7062,Wipline Seaplane Base,44.8166008,-93.01550293,850
7063,Pilot Station Airport,61.934601,-162.899994,850
7064,Scotts Airport,64.39214,-146.861823,850
7065,Anderson Lake Airport,61.6169014,-149.3220062,849
7066,Parker Lake Airport,62.03590012,-150.4940033,842
7067,Young Creek Airport,61.355352,-142.731832,840
7068,Victory Airport,61.80108,-147.945156,840
7069,Bradley Lake Hydroelectric Project Airstrip,59.776005,-150.963285,840
7070,Pollux Heliport,64.895835,-147.497501,840
7071,Falcon Lake Strip,61.33259964,-150.0590057,840
7072,Huntsville Field,34.68840027,-86.58889771,839
7073,Resort Airport,30.44389915,-87.6568985,835
7074,Clay County Hospital Heliport,33.27500153,-85.83329773,835
7075,Hospital Pad Heliport,31.43059921,-86.94029999,835
7076,Dekalb Regional Medical Center Heliport,34.442141,-85.755793,830
7077,Flomaton Airport,31.03219986,-87.25279999,830
7078,D.W. Mcmillian Memorial Hospital Heliport,31.12719917,-87.07330322,830
7079,Gadsden Regl Medical Center Heliport,34.00830078,-85.96530151,830
7080,Brookwood Medical Center Heliport,33.46390152,-86.77310181,830
7081,Wilson Creek Airport,34.84999847,-87.63249969,830
7082,Northwest Medical Center Springdale Heliport,36.181509,-94.137252,825
7083,Hooterville South Airport,35.0947,-93.202003,820
7084,Mission Field-Marotti Memorial Airport,35.26679993,-90.35009766,820
7085,Taylor's Air Strip,35.898998,-93.261001,820
7086,Ozarks Community Hospital Heliport,36.40929,-94.46005,820
7087,Rgnl Medical Center Heliport,35.83620071,-90.70179749,820
7088,Ami National Park Medical Center Heliport,34.48149872,-93.03099823,820
7089,Yancopin Airport,33.94899,-91.175141,820
7090,Howard Memorial Hospital Heliport,33.95009995,-93.85209656,820
7091,Eureka Springs Hospital Heliport,36.40010071,-93.74349976,820
7092,Arizona Heart Hospital Heliport,33.481187,-112.03976,816
7093,Taylor Field,32.302114,-111.32412,815
7094,Western Sky Airport,33.778166,-113.640625,815
7095,Flying Bucket Ranch Airport,32.9823,-112.287003,815
7096,Castle Well Airport,33.865944,-112.603265,815
7097,St Joseph's Hospital Heliport,33.482963,-112.079301,814
7098,Sunstate Heliport,33.445318,-111.964567,812
7099,Brewer Airport,44.76369858,-68.76779938,812
7100,Warren-Sugarbush Airport,44.11669922,-72.82710266,810
7101,Triple R Airport,39.4878006,-94.78050232,810
7102,Hinckley Airport,41.77090073,-88.70339966,810
7103,Canadian Lakes Airport,43.57640076,-85.2806015,810
7104,Grandpas' Farm Mendota Airport,41.521999,-89.132599,809
7105,Cushing Field Ltd Airport,41.51950073,-88.60559845,807
7106,Coach & Paddock Heliport,40.63819885,-74.97570038,805
7107,Drew Medical Center Heliport,33.923302,-118.241997,801
7108,Northside Airpark,34.98830032,-120.4580002,801
7109,VA Greater Los Angeles Health Care Center Heliport,34.049778,-118.456257,800
7110,Crawford Airport,34.58750153,-120.0130005,800
7111,Shepherd Farm Airport,34.6222,-120.065002,800
7112,Hoffman Private Airport,33.14310074,-116.7450027,800
7113,Emory Ranch Airport,32.7494444,-116.0161111,800
7114,Boeing Seal Beach (Rooftop) Heliport,33.756779,-118.0854,800
7115,Ward Ranch Airport,33.413347,-116.843255,800
7116,Blech Ranch Airport,35.592797,-120.338058,800
7117,Delta County Memorial Hospital Heliport,38.745155,-108.047973,800
7118,Colorado Plains Medical Center Heliport,40.2610917,-103.7963389,795
7119,Foxx Valley Airport,38.65250015,-104.2340012,790
7120,Branch's Heliport,40.34799957,-104.5279999,787
7121,Kauffman Heliport,40.14630127,-104.887001,785
7122,Piñon Canyon Airport,37.490501,-104.143997,785
7123,Exempla Good Samaritan Heliport,39.97169876,-105.0849991,785
7124,Fox Hole Airport,40.00469971,-105.0719986,784
7125,Prowers Medical Center Heliport,38.07109833,-102.6090012,784
7126,Swedish S.W. Medical Heliport,39.60309982,-105.0910034,783
7127,Yosemite Hidden Lake Ranch Airport,37.11800003,-119.913002,781
7128,Krey Field Airport,34.56940079,-117.5559998,780
7129,Parking Lot Heliport,32.59389877,-117.0849991,780
7130,John Nichols Field Airport,32.633457,-116.890565,780
7131,Glen Fed Heliport,34.157179,-118.254637,779
7132,The Atrium Heliport,33.67060089,-117.8580017,775
7133,Bohunk's Airpark,34.694584,-118.277106,775
7134,Good Samaritan Hospital Heliport,34.054901,-118.264967,775
7135,Tera Ultralightport,35.591765,-117.627754,774
7136,Sce San Jacinto Valley Service Center Heliport,33.74110031,-117.151001,772
7137,Longmont United Hospital Heliport,40.181606,-105.124774,767
7138,Dave's Airport,40.03329849,-105.1240005,765
7139,Crested Butte Airpark,38.851918,-106.928341,764
7140,Greggs Nr 1 Airport,39.8894,-104.544997,763
7141,Geo-Seis Helicopters Heliport,40.58990097,-105.0459976,762
7142,Chenoweth Airport,39.830995,-103.592463,761
7143,Flying M & M Ranch Airport,38.2193985,-108.2129974,760
7144,Century Helicopters Heliport,40.58549881,-105.0400009,760
7145,Cartwheel Airport,40.20830154,-105.0130005,760
7146,Van Treese Airport,37.65829849,-106.0339966,760
7147,Sharon Hospital Heliport,41.881232,-73.480699,760
7148,Bristol-Myers Squibb Company Heliport,41.48479843,-72.7562027,760
7149,Windham Hospital Heliport,41.71699905,-72.22589874,760
7150,N B G H Heliport,41.66159821,-72.78790283,759
7151,Burke Heliport,41.50619888,-72.93979645,757
7152,St Francis Hospital Heliport,41.7745018,-72.6989975,755
7153,Middletown Heliport,41.59680176,-72.70449829,755
7154,Bridgeport Hospital Heliport,41.188408,-73.1667,755
7155,Danbury Hospital Heliport,41.405297,-73.445165,755
7156,Hartford Hospital Heliport,41.75450134,-72.67870331,751
7157,Wilber Municipal Airport,40.47499847,-96.9878006,750
7158,Ada Airport,40.79059982,-83.82910156,750
7159,Corydon Airport,40.75450134,-93.24130249,750
7160,Doral Resort & Country Club Heliport,25.81734,-80.340416,750
7161,Ott's Landing Airport,27.3039,-81.880403,750
7162,The 2A Ranch Airport,29.26757,-81.223331,748
7163,Panhandle Helicopter LLC Heliport,30.213844,-85.871916,748
7164,Hard Rock Stadium Heliport,25.960016,-80.237001,745
7165,Dugger Field,30.49640083,-86.09380341,744
7166,Cloverleaf Farms II Inc. Heliport,29.361401,-82.208199,744
7167,Breezy Knoll Airport,30.82019997,-86.3443985,740
7168,Fulton Seaplane Base,27.90749931,-80.48639679,740
7169,Joy Farms Airport,30.65209961,-86.10939789,736
7170,Harper's Fly-In Ranch Airport,26.707834,-81.175549,736
7171,Thompson Airfield,29.983299,-82.835602,730
7172,Alligator Drink Seaplane Base,28.78779984,-81.16419983,730
7173,Old Town Ems Heliport,29.60280037,-82.98169708,729
7174,Jackson Heliport,30.70499992,-85.37830353,728
7175,Lake Conway South Seaplane Base,28.45859909,-81.34970093,728
7176,Stanchester Airport,27.806199,-82.141365,727
7177,Wcpx Tv-6 Heliport,28.61030006,-81.41940308,727
7178,Gary Gale Seaplane Base,30.19389915,-81.68190002,726
7179,Mc Daniel Ranch Inc. Airport,26.393051,-81.02874,725
7180,North Buffalo Suburban Airport,43.103199,-78.7033,725
7181,Grand Marais/Cook County Seaplane Base,47.8263,-90.3835,720
7182,Halls Flying Ranch Airport,33.35620117,-84.36710358,720
7183,Mustang Field,34.47790146,-82.89710236,720
7184,Airnautique Inc Airport,34.37789917,-82.9457016,719
7185,Ayresouth Airport,33.77009964,-85.06079865,715
7186,Paradise Falls Airport,33.812901,-83.505699,714
7187,Big Canoe Heliport,34.45479965,-84.28910065,710
7188,Sunset Strip,33.73339844,-83.81880188,710
7189,Hickory Level Airfield,33.683399,-84.999901,710
7190,Paso Fino Farm Airport,30.88031,-83.414443,710
7191,Roberta Industrial Park Airport,32.71390152,-84.02749634,710
7192,Pinewood Airport,33.78210068,-84.80079651,710
7193,Crystal Lake Airpark,31.66550064,-83.44709778,710
7194,Lookout Mountain Airport,34.90470123,-85.45970154,709
7195,Pecan Patch Airstrip,33.33140182,-84.26670074,708
7196,Mountain Airpark,34.5617981,-83.71350098,705
7197,Carpenter Airport,33.52030182,-82.37249756,705
7198,Pegasus Ranch Airport,32.69390106,-81.79859924,705
7199,Kahoka Municipal Airport,40.4216,-91.706299,705
7200,Brazil Clay County Airport,39.47669983,-87.09970093,705
7201,Knoxville Area Community Hospital Heliport,41.31689835,-93.09600067,704
7202,St Anthony Regional Hospital Heliport,42.05830002,-94.86830139,704
7203,Audubon County Memorial Hospital Heliport,41.71549988,-94.93859863,700
7204,Hawkeye Airport,42.43470001,-92.32800293,700
7205,Sharar Field,41.03340149,-91.05010223,700
7206,Moore Private Airport,40.87220001,-93.26270294,700
7207,Rinehart Airport,41.65969849,-92.28990173,700
7208,Cromwell Heliport,41.03889847,-94.46690369,700
7209,Hannen Airport,42.22800064,-91.75099945,700
7210,Army Reserve Heliport,40.83340073,-91.30010223,700
7211,South Fork Ranch Airport,43.60639954,-115.1070023,700
7212,Ziggy's Airport,42.64120102,-114.6050034,700
7213,Flying Joseph Ranch Airport,44.44290161,-113.7730026,700
7214,Coyote Run Airport,43.07580185,-115.6729965,700
7215,Black Butte Ranch Airport,43.04769897,-114.4700012,696
7216,Ez Lope Ranch Airport,43.05310059,-116.461998,695
7217,Steele Memorial Heliport,45.173791,-113.891423,693
7218,Chuck's Airport,40.25999832,-85.25330353,690
7219,Unsicker Airport,40.42810059,-86.15329742,687
7220,Creighton Airport,41.45729828,-86.12439728,686
7221,Miller Strip,40.6278,-86.037804,684
7222,Marshall Field,40.65950012,-86.85720062,680
7223,Kropf Airport,41.64310074,-85.82969666,680
7224,Frost Field,39.79560089,-85.78610229,678
7225,Sutton's Field,41.32479858,-87.47589874,675
7226,Winters Airport,39.53419876,-86.57720184,675
7227,Hamilton Memorial Hospital Heliport,38.08670044,-88.53890228,675
7228,Loyola University Medical Center Heliport,41.86090088,-87.83640289,675
7229,Flying B Ranch Airport,40.157001,-87.6745,670
7230,Advocate Good Samaritan Hospital Heliport,41.818743,-88.007677,670
7231,Kishwaukee Community Hospital Heliport,41.96310043,-88.71730042,670
7232,Walter Airport,41.87250137,-88.72370148,665
7233,Jack W. Watson Airport,41.85480118,-88.78730011,664
7234,Snider Field,38.5,-87.59590149,664
7235,The Lazy K Airport,40.82780075,-85.08609772,660
7236,Graves Landing Strip,41.11669922,-86.66670227,660
7237,Air Park Field,41.12779999,-84.94719696,660
7238,Byrne Field,38.32899857,-86.03359985,660
7239,Roto-Whirl/Holiday Heliport,39.922501,-86.226097,657
7240,Roto-Whirl/Vantage Heliport,39.837299,-86.118597,650
7241,Parrish Airport,37.99309921,-87.95140076,650
7242,Trinity Medical Center West Heliport,41.48109818,-90.5714035,650
7243,Evanston/Glenbrook Heliport,42.0931015,-87.8526001,650
7244,Cady Aerial RLA Restricted Landing Area,41.66080093,-89.69360352,650
7245,Dawson Farms Airport,39.76250076,-88.67150116,650
7246,Dongola Heliport,37.36560059,-89.16359711,649
7247,Blessing Hospital At 11th St Heliport,39.936012,-91.398659,647
7248,Bernardin Heliport,41.70840073,-89.20290375,646
7249,Abbeville Municipal Airport,31.600093,-85.238353,645
7250,Flying Ten Airport,29.61800003,-82.50869751,643
7251,Dobie's Airport,36.178496,-95.580468,640
7252,J V Ranch Airport,38.63330078,-95.9253006,640
7253,Kellie Mann Airfield,38.560001,-95.309097,640
7254,Camp Chippewa Airport,38.56669998,-95.36689758,640
7255,Norris Airport,38.807239,-95.370056,635
7256,Kendrigan Airport,37.45220184,-97.31780243,635
7257,Mono Aircraft Airport,37.69279861,-97.88639832,635
7258,Pearce Field,37.38249969,-95.37470245,634
7259,Lmn 120 Airport,37.51589966,-96.9197998,634
7260,Owen Air Park,38.62279892,-84.77890015,633
7261,Arnemann Farms Airport,36.7655983,-86.61830139,633
7262,Mgt Station 2105 Heliport,37.50559998,-86.83750153,630
7263,Tennessee Gas Heliport,38.561404,-83.952795,630
7264,Cambron Field,37.56439972,-87.08190155,630
7265,Boyce Wafer Farm Airport,36.812346,-86.377427,628
7266,Tennessee Gas Heliport,38.268299,-82.577499,625
7267,Clinton-Hickman County Airport,36.63610077,-88.99859619,625
7268,Sky Airport,37.117199,-83.736099,625
7269,Pine Mountain Aero Heliport,37.113602,-82.803596,625
7270,Lida Junction Airport,37.4858017,-117.1910019,625
7271,Goldfield Airport,37.722751,-117.236368,623
7272,Winn Parish Medical Center Heliport,31.923824,-92.646091,622
7273,West Hackberry Heliport,30.003515,-93.401005,621
7274,Double H Ranch Airport,30.22940063,-90.9733963,621
7275,Don Babin-Private Airport,30.278,-90.963203,620
7276,Belcher Airpatch Airport,32.7492981,-93.87349701,620
7277,North Caddo Medical Center Heliport,32.86410141,-93.98899841,620
7278,Conoco Inc Heliport,29.258868,-89.964541,619
7279,Freeport Sulphur Heliport,29.2586,-89.959198,618
7280,Exxon Heliport,29.254738,-89.96732,617
7281,Jackson Parish Hospital Heliport,32.252942,-92.718795,615
7282,Rebel Field,30.5862999,-90.8615036,615
7283,Kaufield Airport,42.26470184,-88.73000336,614
7284,Jerseyville Aviation Inc Airport,39.09420013,-90.31340027,614
7285,Murk's Strip,40.73889923,-90.38069916,612
7286,Koenig Airport,39.05500031,-90.34210205,610
7287,Flaherty Field,41.4192009,-89.12310028,610
7288,Busboom RLA Restricted Landing Area,40.11000061,-88.07839966,610
7289,Gord Airport,41.69839859,-88.60759735,610
7290,Valley West Hospital Heliport,41.657994,-88.621297,608
7291,Savanna Army Depot Helipad,42.183399,-90.255698,608
7292,Theriot Field,29.74970055,-90.7358017,605
7294,Evergreen Fourchon Heliport,29.116437,-90.201273,604
7295,Evergreen Venice Heliport,29.29669952,-89.37439728,604
7296,Buller's Airstrip,30.808701,-92.188003,603
7297,Trahan Ultralightport,30.303775,-92.130547,603
7298,Dufour Airport,30.78770065,-92.05039978,602
7299,Morgan Field,30.6128006,-91.48419952,600
7300,Lonesome Dove Airfield,30.28580093,-92.94129944,600
7301,Huenefeld Airport,32.513603,-91.98657,600
7302,Massachusetts General Hospital Heliport,42.363656,-71.069142,600
7303,Healthalliance Hospital-Leominster Heliport,42.54090118,-71.76280212,600
7304,Reh Heliport,41.786224,-71.231437,600
7305,Boston Medical Center Hospital Heliport,42.333804,-71.071352,600
7306,Brockton Usar Center Heliport,42.05590057,-71.05590057,600
7307,Wbz Heliport,42.36510086,-71.13259888,600
7308,Textron/Everett Heliport,42.404496,-71.070602,600
7309,Lleia Kyle O'Meara Heliport,42.50310135,-71.90840149,600
7310,Baltimore Washington Medical Center Heliport,39.13759995,-76.62329865,600
7311,Taylor Field,39.18730164,-75.79270172,600
7312,Squier Landing Airport,38.287781,-76.867575,598
7313,The Johns Hopkins Hospital Heliport,39.29729843,-76.59329987,595
7314,Pond View Private Airport,39.26679993,-76.18720245,593
7315,Greater Laurel Beltsville Hospital Heliport,39.08760071,-76.88159943,591
7316,Walters Airport,39.38119888,-77.10579681,590
7317,The Aspen Institute Heliport,38.90930176,-76.11969757,588
7318,Security Ford Heliport,39.2458992,-76.67610168,588
7319,Calvert Memorial Hospital Heliport,38.560846,-76.595979,585
7320,Sumner Heliport,42.970001,-85.6659,581
7321,Sugar Springs Airpark,44.140301,-84.4375,581
7322,Stier Airstrip,44.522202,-83.683296,580
7323,Kelleys Airport,44.63339996,-84.48339844,580
7324,Lesterson-Dempsey Airstrip,46.270198,-87.386496,575
7325,Young's Airport,46.38750076,-85.18399811,575
7326,Four Star Heliport,42.042987,-83.35895,574
7327,Twin Lakes Airport,44.894115,-84.297818,570
7328,Henry Ford Hospital Heliport,42.36750031,-83.08439636,570
7329,Winner's Landing Seaplane Base,44.7969017,-92.98410034,565
7330,Brinkman Airport,44.26250076,-94.06970215,563
7331,Grindstone Lake Seaplane Base,46.13330078,-93.00299835,561
7332,Lower Hay Lake Seaplane Base,46.67779922,-94.29250336,560
7333,Paul's Seaplane Base,46.47719955,-94.30310059,560
7334,Pankratz Airport,44.30720139,-94.91690063,560
7335,Matson Field,43.66220093,-92.40429688,558
7336,Ely Bloomenson Community Hospital Heliport,47.89910126,-91.8730011,556
7337,Keller Airport,45.135799,-92.859398,555
7338,Triple H Heliport,45.31330109,-93.71759796,554
7339,Ferros Ranch-Aero Airport,38.41030121,-93.85019684,551
7340,Flying G Airport,38.54449844,-94.09470367,550
7341,Short-N-Ruff Airport,37.7867012,-90.78009796,550
7342,Arvin Ranch Airport,38.4403,-94.5933,550
7343,Bert Walter Berkowitz Heliport,39.08530045,-94.57379913,549
7344,Joe D Lewis Airport,40.13339996,-92.10019684,548
7345,Hall Airport,40.115157,-92.272183,547
7346,St Joseph Hospital West Heliport,38.80329895,-90.77629852,546
7347,Sloan's Airport,39.1405983,-90.73680115,546
7348,Emerson Heliport,38.72949982,-90.27839661,544
7349,Topton Air Estates Airport,32.47499847,-88.61669922,541
7350,Franklin Field,31.42519951,-90.9029007,540
7351,Morgan Field,31.54179955,-89.39170074,540
7352,Baptist Memorial Hospital-North Ms Heliport,34.34780121,-89.51899719,540
7353,Sheriff's Courthouse Heliport,30.37599945,-89.0861969,540
7354,Lewis Air Service Airport,33.39179993,-90.91680145,540
7355,Levert Heliport,30.30130005,-89.23449707,538
7356,Hale Field,34.342602,-89.143097,536
7357,Catfish Point Airport,33.695352,-91.163484,535
7358,Shenandoah Valley Farms Airport,33.80070114,-89.02729797,532
7359,Williams Field,47.49750137,-112.3909988,532
7360,Big Sandy Medical Center Heliport,48.17969894,-110.1090012,531
7361,Stock Farm Heliport,46.25080109,-114.0670013,531
7362,Kimp Airport,46.27859879,-114.1409988,530
7363,Cottonwood Airport,45.63420105,-108.848999,526
7364,Hanson Airport,48.04059982,-114.6790009,524
7365,Pinehurst Ranch Airport,47.66080093,-115.4039993,523
7366,Glacier Heli Tours Heliport,48.48669815,-113.9980011,520
7367,Lone Hawk Airport,48.48329926,-114.4929962,520
7368,Eagle Field,37.23469925,-91.09359741,516
7369,Sunderland Airport,37.24670029,-94.17389679,515
7370,Christian Hospital Northeast Heliport,38.77692,-90.24151,511
7371,Hannibal Regional Hospital Heliport,39.7111,-91.451934,510
7372,Slaughter Airport,39.61610031,-92.86689758,510
7373,Holden Heliport,38.71969986,-93.99440002,510
7374,Bradbury-Rolf Memorial Heliport,39.07329941,-93.73590088,510
7375,Lambs Field,38.875,-94.13970184,508
7376,Prince STOLport,37.43870163,-89.75900269,507
7377,Kenyon Heliport,44.33390045,-92.94329834,505
7378,Bozeman Deaconess Hospital Heliport,45.66999817,-111.0189972,505
7379,Roosterville Airport,39.29109955,-94.44219971,505
7380,Chandelle Airport,39.202301,-75.485497,504
7381,Deldot Helistop,39.14960098,-75.50489807,501
7382,Albanna Aviation Airport,39.012602,-75.533501,500
7383,Goerger Airport,46.24549866,-97.03759766,500
7384,Sorlie Airport,48.00109863,-99.56289673,500
7385,Boyd's Turf Airport,46.75,-103.8010025,500
7386,Wayne Memorial Hospital Inc. Heliport,35.3987999,-77.9496994,500
7387,Bearwallow Farm Airport,35.4571,-82.375397,499
7388,Moore Regional Hospital Heliport,35.204973,-79.458234,490
7389,Washington County Hospital Heliport,35.87519836,-76.6996994,488
7390,Wake Medical Center Heliport,35.78680038,-78.58580017,487
7391,Nash General Hospital Heliport,35.91889954,-77.78919983,485
7392,Our Community Hospital Heliport,36.13130188,-77.41889954,485
7393,Lindsay Airport,36.36481,-79.99614,485
7394,Flying S Ranch Airport,35.755699,-80.735298,480
7395,Maria Parham Health DLP Affiliate Heliport,36.3307,-78.449699,480
7396,Gilbertson Field,47.92919922,-99.40039825,480
7397,Schumacher Strip,46.05500031,-99.917099,480
7398,Saville Private Airport,46.46530151,-100.1050034,479
7399,Merrihew Airport,41.84999847,-101.9499969,473
7400,Runner Landing Area Airport,42.40719986,-101.9319992,470
7401,Merry Airport,41.8666,-101.917,470
7402,Syracuse Hospital Heliport,40.66719818,-96.18640137,470
7403,Franklin County Memorial Hospital Heliport,40.09719849,-98.95040131,468
7404,Newman Airport,41.02109909,-102.0179977,465
7405,Frager Field,40.43330002,-98.07060242,465
7406,Atlantic City Medical Center Heliport,39.35897025,-74.4346717,463
7407,Berkeley Township Police Heliport,39.90729904,-74.23490143,460
7408,Ballymere Heliport,40.75289917,-74.43990326,453
7409,Mount Holly Heliport,39.96680069,-74.79959869,451
7410,Weichert Headquarters Heliport,40.94070053,-74.46150208,450
7411,Fla-Net Airport,40.88589859,-74.70570374,450
7412,Dix Field,39.31679916,-74.63289642,450
7413,Essex Generating Station Heliport,40.737818,-74.118655,450
7414,Port Newark Helistop,40.70230103,-74.15070343,450
7415,Jersey Tpke New Brunswick Helistop,40.47729874,-74.40789795,450
7416,Berdick Field,42.33399963,-78.79090118,450
7417,Spring Brook Airport,43.36169815,-76.22019958,445
7418,Westwind Farm Airport,42.98339844,-74.0161972,445
7419,Seven Gullies Airport,42.69589996,-77.79219818,445
7420,Nassau University Medical Center Heliport,40.726482,-73.552773,440
7421,Mid-Hudson Helicopter Service Heliport,41.606201,-73.827599,440
7422,Lapeer Flyer Airport,42.43840027,-76.08879852,440
7423,King Street Heliport,41.10279,-73.725087,440
7424,Rocky Reef Farm Airport,41.920898,-73.670403,437
7425,Lakeview Airport,43.009449,-75.826006,435
7426,Columbus Airport,31.823898,-107.629924,435
7427,Negrito Airstrip,33.527901,-108.541001,435
7428,Summerlin Medical Center Heliport,36.18192,-115.31647,431
7429,Bennetts Airport,43.692973,-73.978013,430
7430,Russell Field,43.1391983,-73.65319824,430
7431,Kermizian Airport,43.31399918,-74.93209839,429
7432,State Police Troop D Heliport,43.07657,-75.64873,427
7433,New York State Police Heliport,42.92839813,-76.6155014,425
7434,Murphys Landing Strip,43.026623,-74.177055,425
7435,Wenskoski Field,42.99729919,-74.24539948,425
7436,San Luis Reservoir Seaplane Base,37.05830002,-121.1259995,421
7437,Corning Municipal Airport,39.9435997,-122.1709976,420
7438,Ward Field,41.84569931,-123.9850006,420
7439,Cirino Heliport,41.44390106,-81.32759857,419
7440,Jenkins Field,39.970604,-83.911598,419
7441,Hamilton County Sheriff's Patrol Heliport,39.27920151,-84.56469727,418
7442,Fry Field,39.6006012,-84.0196991,415
7443,Apple Airport,40.152721,-84.173355,415
7444,Fry Airport,40.18840027,-84.25610352,410
7445,Parknavy Airport,40.0717,-83.229897,410
7446,Foltz Heliport,40.73590088,-81.24680328,407
7447,Autolite Heliport,41.179199,-83.415199,403
7448,Unger Field,39.35979843,-83.41770172,402
7449,Galloway Airport,41.38209915,-82.7161026,400
7450,Salt Box Airport,41.324265,-81.159309,400
7451,Victor's Landing Airport,41.83810043,-80.64369965,400
7452,Hidden Quarry Airport,38.89450073,-83.1135025,400
7453,Edmond Airport,35.683399,-97.433601,400
7454,Mckey Airport,34.6570015,-97.40170288,395
7455,Parkview Hospital Heliport,35.5298,-97.983902,395
7456,McKinley Ranch Airport,35.614465,-98.534403,394
7457,Rock Creek Farm Airport,34.66059875,-96.25360107,390
7458,Chappell Airport,35.88890076,-97.40029907,390
7459,Ellis/Harvey Airport,35.80170059,-97.38610077,385
7460,Shattuck Hospital Heliport,36.25,-99.87539673,384
7461,Cade's Airport,36.2925,-97.593102,383
7462,Crystal Airport,36.21340179,-96.63700104,382
7463,Providence Hospital Heliport,42.33869934,-122.8619995,380
7465,Hendershots Heliport,42.1332016,-123.4509964,375
7466,Long Ranch Airport,42.01900101,-121.7040024,370
7467,Round Butte Heliport,44.61650085,-121.2679977,370
7468,East Oregon Cattle Company Airport,42.505557,-122.863228,370
7469,Rome Service Airport,42.834,-117.628998,368
7470,Marr Field,44.85400009,-123.2639999,365
7471,Sutton on Rogue Airport,42.48479843,-122.8659973,362
